/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/country/second_level_divisions	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/film/film_subject/films	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/film/film_subject/films	/film/film/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/location/partially_contains
/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/location/administrative_division/first_level_division_of
/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/base/biblioness/bibs_location/country
/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/base/aareas/schema/administrative_area/administrative_parent
/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office
/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/dataworld/gardening_hint/split_to
/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/government/politician/government_positions_held./government/government_position_held/basic_title	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/places_lived./people/place_lived/location	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/places_lived./people/place_lived/location	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/person/places_lived./people/place_lived/location	/location/administrative_division/first_level_division_of	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/places_lived./people/place_lived/location	/location/administrative_division/country	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/places_lived./people/place_lived/location	/base/aareas/schema/administrative_area/administrative_parent	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/influence/influence_node/influenced_by	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin
/influence/influence_node/influenced_by	/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program	/tv/tv_program/country_of_origin
/influence/influence_node/influenced_by	/film/actor/film./film/performance/film	/film/film/runtime./film/film_cut/film_release_region
/influence/influence_node/influenced_by	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/film/actor/film./film/performance/film	/award/award_winning_work/awards_won./award/award_honor/honored_for	/film/film/runtime./film/film_cut/film_release_region
/film/actor/film./film/performance/film	/film/film/runtime./film/film_cut/film_release_region	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/person/languages	/media_common/netflix_genre/titles	/film/film/runtime./film/film_cut/film_release_region
/people/person/spouse_s./people/marriage/type_of_union	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/location/location/partially_contains
/award/award_winner/awards_won./award/award_honor/award_winner	/tv/tv_network/programs./tv/tv_network_duration/program	/tv/tv_program/country_of_origin
/award/award_winner/awards_won./award/award_honor/award_winner	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/tv/tv_program/country_of_origin
/award/award_winner/awards_won./award/award_honor/award_winner	/award/award_winner/awards_won./award/award_honor/award_winner	/tv/tv_program/country_of_origin
/award/award_winner/awards_won./award/award_honor/award_winner	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/country
/award/award_winner/awards_won./award/award_honor/award_winner	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/award/award_winner/awards_won./award/award_honor/award_winner	/tv/tv_network/programs./tv/tv_network_duration/program	/film/film/country
